# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     158     -0.27681241E-02     -0.27739475E-02     -0.36873475E-02     -0.55110553E-02
     159     -0.27681646E-02     -0.27739475E-02     -0.36993127E-02     -0.55110553E-02
     160     -0.27681985E-02     -0.27739475E-02     -0.37114676E-02     -0.55110553E-02
     161     -0.27682317E-02     -0.27739475E-02     -0.37235034E-02     -0.55110553E-02
     162     -0.27682634E-02     -0.27739475E-02     -0.37355438E-02     -0.55110553E-02
     163     -0.27682944E-02     -0.27739475E-02     -0.37473984E-02     -0.55110553E-02

# q=  0.00000000E+00  0.16666667E+00  0.00000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19264360E-02     -0.91726617E-02     -0.17238064E-03     -0.55129942E-02
       2     -0.36727011E-02     -0.91726617E-02     -0.32332602E-03     -0.55129942E-02
       3     -0.46740259E-02     -0.91726617E-02     -0.46848283E-03     -0.55129942E-02
       4     -0.55485219E-02     -0.91726617E-02     -0.62632289E-03     -0.55129942E-02
       5     -0.63770474E-02     -0.91726617E-02     -0.79258851E-03     -0.55129942E-02
       6     -0.70566365E-02     -0.91726617E-02     -0.94918143E-03     -0.55129942E-02
       7     -0.74220215E-02     -0.91726617E-02     -0.11144794E-02     -0.55129942E-02
       8     -0.77755793E-02     -0.91726617E-02     -0.12774812E-02     -0.55129942E-02
       9     -0.79209261E-02     -0.91726617E-02     -0.13182181E-02     -0.55129942E-02
      10     -0.80281920E-02     -0.91726617E-02     -0.13497475E-02     -0.55129942E-02
      11     -0.81308588E-02     -0.91726617E-02     -0.13809671E-02     -0.55129942E-02
      12     -0.82126807E-02     -0.91726617E-02     -0.14098363E-02     -0.55129942E-02
      13     -0.83207861E-02     -0.91726617E-02     -0.14414363E-02     -0.55129942E-02
      14     -0.83997764E-02     -0.91726617E-02     -0.14695375E-02     -0.55129942E-02
      15     -0.84758516E-02     -0.91726617E-02     -0.14947998E-02     -0.55129942E-02
      16     -0.85418927E-02     -0.91726617E-02     -0.15201976E-02     -0.55129942E-02
      17     -0.86047770E-02     -0.91726617E-02     -0.15463046E-02     -0.55129942E-02
      18     -0.86533097E-02     -0.91726617E-02     -0.15722076E-02     -0.55129942E-02
      19     -0.87130336E-02     -0.91726617E-02     -0.16023816E-02     -0.55129942E-02
      20     -0.87658246E-02     -0.91726617E-02     -0.16308372E-02     -0.55129942E-02
      21     -0.88002787E-02     -0.91726617E-02     -0.16567157E-02     -0.55129942E-02
      22     -0.88302393E-02     -0.91726617E-02     -0.16831151E-02     -0.55129942E-02
      23     -0.88634927E-02     -0.91726617E-02     -0.17088283E-02     -0.55129942E-02
      24     -0.88916921E-02     -0.91726617E-02     -0.17328337E-02     -0.55129942E-02
      25     -0.89135803E-02     -0.91726617E-02     -0.17581785E-02     -0.55129942E-02
      26     -0.89382349E-02     -0.91726617E-02     -0.17826907E-02     -0.55129942E-02
      27     -0.89547340E-02     -0.91726617E-02     -0.18087075E-02     -0.55129942E-02
      28     -0.89715542E-02     -0.91726617E-02     -0.18316224E-02     -0.55129942E-02
      29     -0.89842412E-02     -0.91726617E-02     -0.18547775E-02     -0.55129942E-02
      30     -0.89997352E-02     -0.91726617E-02     -0.18763492E-02     -0.55129942E-02
      31     -0.90124726E-02     -0.91726617E-02     -0.18990208E-02     -0.55129942E-02
      32     -0.90208861E-02     -0.91726617E-02     -0.19207018E-02     -0.55129942E-02
      33     -0.90291796E-02     -0.91726617E-02     -0.19439194E-02     -0.55129942E-02
      34     -0.90367094E-02     -0.91726617E-02     -0.19639551E-02     -0.55129942E-02
      35     -0.90446980E-02     -0.91726617E-02     -0.19838777E-02     -0.55129942E-02
      36     -0.90521597E-02     -0.91726617E-02     -0.20042985E-02     -0.55129942E-02
      37     -0.90574941E-02     -0.91726617E-02     -0.20219652E-02     -0.55129942E-02
      38     -0.90619265E-02     -0.91726617E-02     -0.20391484E-02     -0.55129942E-02
      39     -0.90666575E-02     -0.91726617E-02     -0.20559791E-02     -0.55129942E-02
      40     -0.90710698E-02     -0.91726617E-02     -0.20729142E-02     -0.55129942E-02
      41     -0.90747210E-02     -0.91726617E-02     -0.20905019E-02     -0.55129942E-02
      42     -0.90782404E-02     -0.91726617E-02     -0.21073007E-02     -0.55129942E-02
      43     -0.90815967E-02     -0.91726617E-02     -0.21244380E-02     -0.55129942E-02
      44     -0.90846492E-02     -0.91726617E-02     -0.21402037E-02     -0.55129942E-02
      45     -0.90873885E-02     -0.91726617E-02     -0.21563256E-02     -0.55129942E-02
      46     -0.90894446E-02     -0.91726617E-02     -0.21713107E-02     -0.55129942E-02
      47     -0.90916761E-02     -0.91726617E-02     -0.21881035E-02     -0.55129942E-02
      48     -0.90941144E-02     -0.91726617E-02     -0.22030591E-02     -0.55129942E-02
      49     -0.90961807E-02     -0.91726617E-02     -0.22175053E-02     -0.55129942E-02
      50     -0.90980227E-02     -0.91726617E-02     -0.22337568E-02     -0.55129942E-02
      51     -0.90999259E-02     -0.91726617E-02     -0.22492426E-02     -0.55129942E-02
      52     -0.91013859E-02     -0.91726617E-02     -0.22640353E-02     -0.55129942E-02
      53     -0.91027175E-02     -0.91726617E-02     -0.22796766E-02     -0.55129942E-02
      54     -0.91041729E-02     -0.91726617E-02     -0.22953157E-02     -0.55129942E-02
      55     -0.91054455E-02     -0.91726617E-02     -0.23104426E-02     -0.55129942E-02
      56     -0.91067325E-02     -0.91726617E-02     -0.23263942E-02     -0.55129942E-02
      57     -0.91079395E-02     -0.91726617E-02     -0.23419456E-02     -0.55129942E-02
      58     -0.91091455E-02     -0.91726617E-02     -0.23563782E-02     -0.55129942E-02
      59     -0.91100929E-02     -0.91726617E-02     -0.23712307E-02     -0.55129942E-02
      60     -0.91111287E-02     -0.91726617E-02     -0.23861542E-02     -0.55129942E-02
      61     -0.91121931E-02     -0.91726617E-02     -0.24010276E-02     -0.55129942E-02
      62     -0.91131677E-02     -0.91726617E-02     -0.24151046E-02     -0.55129942E-02
      63     -0.91140445E-02     -0.91726617E-02     -0.24302039E-02     -0.55129942E-02
      64     -0.91149948E-02     -0.91726617E-02     -0.24443078E-02     -0.55129942E-02
      65     -0.91158694E-02     -0.91726617E-02     -0.24591693E-02     -0.55129942E-02
      66     -0.91167146E-02     -0.91726617E-02     -0.24740645E-02     -0.55129942E-02
      67     -0.91175654E-02     -0.91726617E-02     -0.24881631E-02     -0.55129942E-02
      68     -0.91184422E-02     -0.91726617E-02     -0.25033984E-02     -0.55129942E-02
      69     -0.91192062E-02     -0.91726617E-02     -0.25168734E-02     -0.55129942E-02
      70     -0.91199399E-02     -0.91726617E-02     -0.25314437E-02     -0.55129942E-02
      71     -0.91206476E-02     -0.91726617E-02     -0.25455913E-02     -0.55129942E-02
      72     -0.91213649E-02     -0.91726617E-02     -0.25591280E-02     -0.55129942E-02
      73     -0.91221662E-02     -0.91726617E-02     -0.25735268E-02     -0.55129942E-02
      74     -0.91228507E-02     -0.91726617E-02     -0.25874651E-02     -0.55129942E-02
      75     -0.91235526E-02     -0.91726617E-02     -0.26014749E-02     -0.55129942E-02
      76     -0.91241564E-02     -0.91726617E-02     -0.26137578E-02     -0.55129942E-02
      77     -0.91247083E-02     -0.91726617E-02     -0.26271338E-02     -0.55129942E-02
      78     -0.91252725E-02     -0.91726617E-02     -0.26407317E-02     -0.55129942E-02
      79     -0.91258308E-02     -0.91726617E-02     -0.26542964E-02     -0.55129942E-02
      80     -0.91263951E-02     -0.91726617E-02     -0.26677618E-02     -0.55129942E-02
      81     -0.91268934E-02     -0.91726617E-02     -0.26809450E-02     -0.55129942E-02
      82     -0.91273889E-02     -0.91726617E-02     -0.26938350E-02     -0.55129942E-02
      83     -0.91279017E-02     -0.91726617E-02     -0.27070925E-02     -0.55129942E-02
      84     -0.91284256E-02     -0.91726617E-02     -0.27213704E-02     -0.55129942E-02
      85     -0.91289745E-02     -0.91726617E-02     -0.27361327E-02     -0.55129942E-02
      86     -0.91295103E-02     -0.91726617E-02     -0.27512783E-02     -0.55129942E-02
      87     -0.91299838E-02     -0.91726617E-02     -0.27648430E-02     -0.55129942E-02
      88     -0.91304451E-02     -0.91726617E-02     -0.27781494E-02     -0.55129942E-02
      89     -0.91309057E-02     -0.91726617E-02     -0.27907033E-02     -0.55129942E-02
      90     -0.91313779E-02     -0.91726617E-02     -0.28057763E-02     -0.55129942E-02
      91     -0.91319313E-02     -0.91726617E-02     -0.28194987E-02     -0.55129942E-02
      92     -0.91323890E-02     -0.91726617E-02     -0.28338317E-02     -0.55129942E-02
      93     -0.91328135E-02     -0.91726617E-02     -0.28480510E-02     -0.55129942E-02
      94     -0.91332649E-02     -0.91726617E-02     -0.28611558E-02     -0.55129942E-02
      95     -0.91336956E-02     -0.91726617E-02     -0.28748050E-02     -0.55129942E-02
      96     -0.91341583E-02     -0.91726617E-02     -0.28884910E-02     -0.55129942E-02
      97     -0.91345404E-02     -0.91726617E-02     -0.29022379E-02     -0.55129942E-02
      98     -0.91349819E-02     -0.91726617E-02     -0.29156089E-02     -0.55129942E-02
      99     -0.91353360E-02     -0.91726617E-02     -0.29296176E-02     -0.55129942E-02
     100     -0.91356981E-02     -0.91726617E-02     -0.29427063E-02     -0.55129942E-02
     101     -0.91360470E-02     -0.91726617E-02     -0.29558355E-02     -0.55129942E-02
     102     -0.91364276E-02     -0.91726617E-02     -0.29694184E-02     -0.55129942E-02
     103     -0.91368153E-02     -0.91726617E-02     -0.29827992E-02     -0.55129942E-02
     104     -0.91371363E-02     -0.91726617E-02     -0.29942709E-02     -0.55129942E-02
     105     -0.91374994E-02     -0.91726617E-02     -0.30069623E-02     -0.55129942E-02
     106     -0.91378425E-02     -0.91726617E-02     -0.30190322E-02     -0.55129942E-02
     107     -0.91381847E-02     -0.91726617E-02     -0.30315302E-02     -0.55129942E-02
     108     -0.91384800E-02     -0.91726617E-02     -0.30440610E-02     -0.55129942E-02
     109     -0.91388393E-02     -0.91726617E-02     -0.30564962E-02     -0.55129942E-02
     110     -0.91391237E-02     -0.91726617E-02     -0.30673140E-02     -0.55129942E-02
     111     -0.91394213E-02     -0.91726617E-02     -0.30795528E-02     -0.55129942E-02
     112     -0.91397063E-02     -0.91726617E-02     -0.30916693E-02     -0.55129942E-02
     113     -0.91400346E-02     -0.91726617E-02     -0.31043194E-02     -0.55129942E-02
     114     -0.91402820E-02     -0.91726617E-02     -0.31165037E-02     -0.55129942E-02
     115     -0.91405753E-02     -0.91726617E-02     -0.31290898E-02     -0.55129942E-02
     116     -0.91408982E-02     -0.91726617E-02     -0.31413370E-02     -0.55129942E-02
     117     -0.91411696E-02     -0.91726617E-02     -0.31533960E-02     -0.55129942E-02
     118     -0.91414222E-02     -0.91726617E-02     -0.31658817E-02     -0.55129942E-02
     119     -0.91416674E-02     -0.91726617E-02     -0.31780170E-02     -0.55129942E-02
     120     -0.91419476E-02     -0.91726617E-02     -0.31913422E-02     -0.55129942E-02
     121     -0.91422162E-02     -0.91726617E-02     -0.32030574E-02     -0.55129942E-02
     122     -0.91424628E-02     -0.91726617E-02     -0.32156735E-02     -0.55129942E-02
     123     -0.91427257E-02     -0.91726617E-02     -0.32281032E-02     -0.55129942E-02
     124     -0.91429667E-02     -0.91726617E-02     -0.32402544E-02     -0.55129942E-02
     125     -0.91432176E-02     -0.91726617E-02     -0.32523627E-02     -0.55129942E-02
     126     -0.91434877E-02     -0.91726617E-02     -0.32649580E-02     -0.55129942E-02
     127     -0.91437159E-02     -0.91726617E-02     -0.32793609E-02     -0.55129942E-02
     128     -0.91439264E-02     -0.91726617E-02     -0.32925020E-02     -0.55129942E-02
     129     -0.91441481E-02     -0.91726617E-02     -0.33051293E-02     -0.55129942E-02
     130     -0.91445089E-02     -0.91726617E-02     -0.33179430E-02     -0.55129942E-02
     131     -0.91447491E-02     -0.91726617E-02     -0.33296861E-02     -0.55129942E-02
     132     -0.91449347E-02     -0.91726617E-02     -0.33421098E-02     -0.55129942E-02
     133     -0.91451769E-02     -0.91726617E-02     -0.33545905E-02     -0.55129942E-02
     134     -0.91453771E-02     -0.91726617E-02     -0.33662426E-02     -0.55129942E-02
     135     -0.91455769E-02     -0.91726617E-02     -0.33788097E-02     -0.55129942E-02
     136     -0.91457685E-02     -0.91726617E-02     -0.33904820E-02     -0.55129942E-02
     137     -0.91460067E-02     -0.91726617E-02     -0.34024189E-02     -0.55129942E-02
     138     -0.91461966E-02     -0.91726617E-02     -0.34144230E-02     -0.55129942E-02
     139     -0.91463798E-02     -0.91726617E-02     -0.34264855E-02     -0.55129942E-02
     140     -0.91466300E-02     -0.91726617E-02     -0.34384286E-02     -0.55129942E-02
     141     -0.91468051E-02     -0.91726617E-02     -0.34505039E-02     -0.55129942E-02
     142     -0.91470259E-02     -0.91726617E-02     -0.34615427E-02     -0.55129942E-02
     143     -0.91472109E-02     -0.91726617E-02     -0.34735399E-02     -0.55129942E-02
     144     -0.91473963E-02     -0.91726617E-02     -0.34854134E-02     -0.55129942E-02
     145     -0.91475805E-02     -0.91726617E-02     -0.34971732E-02     -0.55129942E-02
     146     -0.91477569E-02     -0.91726617E-02     -0.35109559E-02     -0.55129942E-02
     147     -0.91479423E-02     -0.91726617E-02     -0.35231345E-02     -0.55129942E-02
     148     -0.91481261E-02     -0.91726617E-02     -0.35352947E-02     -0.55129942E-02
     149     -0.91482906E-02     -0.91726617E-02     -0.35473236E-02     -0.55129942E-02
     150     -0.91484561E-02     -0.91726617E-02     -0.35590436E-02     -0.55129942E-02
     151     -0.91486364E-02     -0.91726617E-02     -0.35704649E-02     -0.55129942E-02
     152     -0.91487801E-02     -0.91726617E-02     -0.35819319E-02     -0.55129942E-02
     153     -0.91489433E-02     -0.91726617E-02     -0.35941979E-02     -0.55129942E-02
     154     -0.91491022E-02     -0.91726617E-02     -0.36072295E-02     -0.55129942E-02
     155     -0.91492489E-02     -0.91726617E-02     -0.36195911E-02     -0.55129942E-02
     156     -0.91494002E-02     -0.91726617E-02     -0.36326752E-02     -0.55129942E-02
     157     -0.91495405E-02     -0.91726617E-02     -0.36448788E-02     -0.55129942E-02
     158     -0.91496944E-02     -0.91726617E-02     -0.36574523E-02     -0.55129942E-02
     159     -0.91498556E-02     -0.91726617E-02     -0.36700818E-02     -0.55129942E-02
     160     -0.91499899E-02     -0.91726617E-02     -0.36823638E-02     -0.55129942E-02
     161     -0.91501200E-02     -0.91726617E-02     -0.36944070E-02     -0.55129942E-02
     162     -0.91502469E-02     -0.91726617E-02     -0.37066343E-02     -0.55129942E-02
     163     -0.91503687E-02     -0.91726617E-02     -0.37184581E-02     -0.55129942E-02

# q=  0.00000000E+00  0.25000000E+00  0.00000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.28702506E-02     -0.15956019E-01     -0.21729597E-03     -0.55530598E-02
       2     -0.54509788E-02     -0.15956019E-01     -0.41983145E-03     -0.55530598E-02
       3     -0.72693247E-02     -0.15956019E-01     -0.61369580E-03     -0.55530598E-02
       4     -0.88711400E-02     -0.15956019E-01     -0.80578193E-03     -0.55530598E-02
       5     -0.10178186E-01     -0.15956019E-01     -0.95440932E-03     -0.55530598E-02
       6     -0.11350392E-01     -0.15956019E-01     -0.10964260E-02     -0.55530598E-02
       7     -0.12133591E-01     -0.15956019E-01     -0.12274019E-02     -0.55530598E-02
       8     -0.12901888E-01     -0.15956019E-01     -0.13525445E-02     -0.55530598E-02
       9     -0.13157732E-01     -0.15956019E-01     -0.13930214E-02     -0.55530598E-02
      10     -0.13352955E-01     -0.15956019E-01     -0.14252338E-02     -0.55530598E-02
      11     -0.13564657E-01     -0.15956019E-01     -0.14567871E-02     -0.55530598E-02
      12     -0.13733586E-01     -0.15956019E-01     -0.14862924E-02     -0.55530598E-02
